,superficie,lat,lng,time_ctrl,personal,medios,TMEDIA,RACHA,SOL,Año,PRES_RANGE,target
9444,1.1,42.992847,-7.700292,1.45,7,1,10.0,10.3,1.7,2008,4.89999999999998,3
9445,2.0,42.778158,-6.98859,2.02,5,0,10.6,7.2,0.3,2008,2.20000000000005,1
9446,1.3,43.304907,-7.581524,0.36,5,1,10.6,7.2,0.3,2008,2.20000000000005,1
9447,1.2,42.687938,-7.134967,0.35,1,1,11.0,6.4,6.6,2008,2.90000000000009,3
9448,2.0,42.663421,-7.445993,1.05,6,1,11.0,6.4,6.6,2008,2.90000000000009,1
9449,9.0,42.938678,-7.907546,2.4,8,1,10.8,6.7,5.0,2008,7.40000000000009,2
9450,1.0,43.730713,-7.545735,1.02,7,2,10.8,6.7,5.0,2008,7.40000000000009,1
9451,2.7,42.853872,-7.817393,1.2,9,1,10.8,6.7,5.0,2008,7.40000000000009,1
9452,2.5,42.791343,-6.96223,2.08,11,0,11.7,7.5,6.5,2008,5.70000000000005,1
9453,1.26,42.676877,-7.47623,1.53,10,2,8.4,10.3,2.4,2008,7.5,3
9454,1.8,42.944343,-7.888913,1.1,5,1,4.4,13.1,6.8,2008,1.70000000000005,1
9455,1.36,42.545631,-7.825774,1.3,4,1,8.4,9.7,0.0,2008,7.30000000000007,1
9456,1.3,42.502723,-7.759492,0.43,7,1,7.3,15.8,10.3,2008,3.60000000000002,3
9457,1.64,42.407814,-7.525488,0.35,11,1,12.4,9.7,5.9,2008,1.80000000000007,3
9458,2.8,43.279749,-7.650732,1.34,7,1,13.3,8.1,9.2,2008,5.09999999999991,3
9459,1.5,43.321573,-7.508495,1.28,11,1,12.6,6.4,12.2,2008,6.5,2
9460,1.2,42.914167,-7.633474,1.09,7,1,9.6,11.7,8.8,2008,4.79999999999995,1
9461,1.26,42.648837,-7.439708,0.45,8,1,9.6,11.7,8.8,2008,4.79999999999995,3
9462,4.5,42.960675,-7.045584,1.35,28,2,18.7,6.4,9.7,2008,4.30000000000007,1
9463,3.0,42.855313,-7.949445,1.34,30,4,19.2,6.1,11.2,2008,3.80000000000007,1
9464,1.1,43.134288,-7.703608,0.45,7,1,19.2,10.6,4.4,2008,3.5,3
9465,2.0,42.886521,-7.899197,2.03,21,2,19.0,13.6,13.0,2008,1.69999999999993,1
9466,1.03,43.654792,-7.385402,1.53,16,4,22.4,6.9,9.9,2008,0.0,1
9467,2.05,42.921323,-7.748198,2.07,16,2,19.2,6.7,5.7,2008,4.29999999999995,1
9468,1.0,43.611492,-7.365135,1.33,12,4,15.6,7.2,12.0,2008,4.90000000000009,3
9469,1.5,42.595274,-7.885665,1.15,26,2,21.8,11.7,8.2,2008,1.10000000000002,1
9470,2.0,43.192325,-7.670825,2.25,28,5,23.8,7.8,6.8,2008,4.80000000000007,1
9471,1.5,42.801421,-6.925689,1.34,4,1,15.8,5.3,11.8,2008,2.20000000000005,1
9472,1.0,42.914989,-7.725012,1.3,16,2,12.5,8.1,10.8,2008,2.20000000000005,1
9473,2.04,42.776742,-7.245229,2.16,13,2,14.4,12.2,5.9,2008,2.60000000000002,1
9474,1.5,42.911136,-7.614295,2.2,6,1,17.8,11.4,6.1,2008,4.0,1
9475,1.0,42.928701,-7.611046,1.24,6,1,17.8,11.4,6.1,2008,4.0,1
9476,2.0,42.78054,-7.258044,2.36,18,4,15.4,7.2,8.0,2008,5.59999999999991,2
9477,4.5,42.768129,-7.260249,2.4,15,2,15.4,7.2,8.0,2008,5.59999999999991,2
9478,2.0,42.414548,-7.185738,1.23,14,3,18.0,6.4,8.5,2008,2.89999999999998,1
9479,2.35,43.206875,-7.718837,0.45,5,1,17.6,4.7,5.2,2008,1.39999999999998,1
9480,1.0,42.885455,-7.625683,1.39,11,1,15.0,8.1,9.3,2008,2.69999999999993,1
9481,1.0,42.786615,-7.510501,1.45,1,0,1.5,2.5,8.4,2008,3.89999999999998,1
9482,1.5,42.569596,-7.092092,2.5,9,0,1.3,7.5,8.4,2008,3.30000000000007,1
9483,1.7,42.877537,-7.645106,1.38,3,1,7.8,11.4,6.2,2008,6.59999999999991,1
9484,1.0,42.912697,-7.613831,1.28,3,0,7.8,11.4,6.2,2008,6.59999999999991,1
9485,2.5,42.06155,-7.9643,1.41,4,3,12.6,10.0,8.2,2008,7.80000000000007,1
9486,1.6,42.158302,-7.170153,2.12,14,3,12.6,10.0,8.2,2008,7.80000000000007,1
9487,1.84,41.894794,-7.257749,1.2,7,1,12.6,10.0,8.2,2008,7.80000000000007,1
9488,5.0,42.306346,-8.221228,2.26,11,1,12.6,10.0,8.2,2008,7.80000000000007,1
9489,3.0,42.216667,-7.502805,2.0,18,0,12.6,10.0,8.2,2008,7.80000000000007,1
9490,3.0,42.190172,-7.159933,1.3,17,2,8.4,11.7,8.3,2008,3.0,1
9491,1.5,41.904159,-7.91726,1.0,5,1,8.4,11.7,8.3,2008,3.0,1
9492,1.2,42.28801,-7.220316,1.09,6,3,8.4,11.7,8.3,2008,3.0,1
9493,3.0,42.064645,-7.856762,0.5,10,0,8.4,11.7,8.3,2008,3.0,1
9494,3.0,42.039778,-7.838723,0.5,10,0,8.4,11.7,8.3,2008,3.0,1
9495,3.5,42.370339,-7.570877,1.21,8,0,8.4,11.7,8.3,2008,3.0,1
9496,1.0,42.451954,-6.904736,0.55,5,1,7.2,11.9,9.5,2008,4.10000000000002,1
9497,2.3,42.125098,-7.856946,1.5,21,2,7.2,11.9,9.5,2008,4.10000000000002,1
9498,2.0,42.268673,-7.168745,1.1,5,1,7.2,11.9,9.5,2008,4.10000000000002,1
9499,10.0,41.975761,-7.212068,2.0,9,2,7.2,11.9,9.5,2008,4.10000000000002,1
9500,1.7,41.8799,-7.37333,1.3,9,1,7.2,11.9,9.5,2008,4.10000000000002,1
9501,2.0,41.921591,-7.591379,2.31,5,1,7.2,11.9,9.5,2008,4.10000000000002,1
9502,1.3,42.051448,-8.023133,1.2,10,1,8.7,5.8,9.9,2008,7.69999999999993,1
9503,3.0,42.155164,-7.196653,1.4,14,0,8.7,5.8,9.9,2008,7.69999999999993,1
9504,1.5,41.904551,-7.935072,1.15,6,1,8.7,5.8,9.9,2008,7.69999999999993,1
9505,5.5,42.465265,-6.899901,2.31,6,2,8.7,5.8,9.9,2008,7.69999999999993,1
9506,9.0,42.145462,-7.221314,4.05,12,1,8.7,5.8,9.9,2008,7.69999999999993,1
9507,1.1,42.033662,-7.981968,0.55,11,1,8.7,5.8,9.9,2008,7.69999999999993,1
9508,2.0,42.211923,-7.18605,1.55,5,1,9.4,6.4,9.7,2008,5.89999999999998,1
9509,1.3,41.919516,-7.570695,1.1,5,0,9.4,6.4,9.7,2008,5.89999999999998,1
9510,1.5,42.374778,-7.550674,0.58,5,0,9.4,6.4,9.7,2008,5.89999999999998,1
9511,2.0,42.152347,-7.040326,1.25,5,0,9.4,6.4,9.7,2008,5.89999999999998,1
9512,2.0,42.13893,-8.156352,1.2,13,0,10.4,6.7,0.0,2008,5.0,1
9513,2.0,42.049345,-7.901191,2.32,16,2,10.4,6.7,0.0,2008,5.0,1
9514,4.0,42.318681,-7.190243,2.3,4,0,10.4,6.7,0.0,2008,5.0,1
9515,2.3,41.858058,-7.335524,2.15,6,1,13.4,6.7,7.2,2008,7.39999999999998,1
9516,1.0,42.025131,-7.635552,1.26,6,2,15.0,7.5,6.5,2008,8.09999999999991,3
9517,2.52,42.414037,-8.194714,1.26,8,1,8.8,11.7,10.5,2008,4.5,1
9518,8.38,41.90028,-7.682277,1.45,31,2,14.3,11.4,8.4,2008,7.0,1
9519,1.5,41.925207,-7.740606,0.5,11,1,15.6,6.7,11.1,2008,7.0,1
9520,2.7,42.146784,-7.235763,0.55,21,2,17.6,5.0,11.0,2008,6.20000000000005,3
9521,6.0,42.183385,-6.991611,2.1,13,2,17.6,5.0,11.0,2008,6.20000000000005,1
9522,1.5,42.205233,-7.183286,0.27,1,0,17.6,3.9,11.2,2008,7.10000000000002,1
9523,1.0,42.201472,-7.052314,1.5,5,0,17.6,3.9,11.2,2008,7.10000000000002,1
9524,2.23,42.228293,-7.217414,1.25,6,1,17.6,3.9,11.2,2008,7.10000000000002,1
9525,8.0,41.888116,-7.647765,2.4,14,3,17.6,3.9,11.2,2008,7.10000000000002,1
9526,2.5,41.932369,-7.580142,1.48,5,2,17.6,3.9,11.2,2008,7.10000000000002,1
9527,1.0,42.24377,-7.195877,0.51,4,0,17.6,3.9,11.2,2008,7.10000000000002,1
9528,2.0,42.102116,-7.002438,1.2,5,0,17.6,6.1,11.2,2008,7.59999999999991,1
9529,10.0,42.235219,-7.437918,1.58,13,3,17.6,6.1,11.2,2008,7.59999999999991,1
9530,1.5,42.200805,-8.118295,1.03,14,7,17.6,6.1,11.2,2008,7.59999999999991,1
9531,5.0,42.114657,-7.052423,2.43,18,2,17.6,6.1,11.2,2008,7.59999999999991,1
9532,5.0,42.227162,-7.161197,2.03,17,2,17.6,6.1,11.2,2008,7.59999999999991,1
9533,1.5,42.363554,-7.430103,1.2,5,1,17.6,6.1,11.2,2008,7.59999999999991,1
9534,4.5,42.130911,-7.080648,2.2,13,0,17.6,6.1,11.2,2008,7.59999999999991,1
9535,2.0,42.298147,-8.243517,2.27,6,1,17.6,6.1,11.2,2008,7.59999999999991,1
9536,1.11,42.469403,-7.928274,0.53,6,1,15.8,9.4,11.2,2008,6.20000000000005,1
9537,4.0,42.368362,-7.452523,1.51,9,0,15.8,9.4,11.2,2008,6.20000000000005,1
9538,2.0,42.380672,-7.44786,1.25,16,1,15.8,9.4,11.2,2008,6.20000000000005,1
9539,3.0,42.051711,-7.99826,1.16,9,2,15.8,9.4,11.2,2008,6.20000000000005,1
9540,9.0,42.310209,-7.54592,1.39,16,2,15.8,9.4,11.2,2008,6.20000000000005,1
9541,1.3,42.17352,-7.207125,1.55,9,0,15.8,9.4,11.2,2008,6.20000000000005,1
9542,1.4,42.106004,-8.183941,1.24,11,2,15.8,9.4,11.2,2008,6.20000000000005,1
9543,1.1,42.18244,-7.227627,1.24,6,0,15.8,9.4,11.2,2008,6.20000000000005,1
9544,3.49,41.885576,-7.211754,1.54,10,1,13.1,6.1,9.7,2008,5.0,3
9545,2.5,42.31566,-7.361824,1.09,5,0,18.4,4.4,10.3,2008,3.30000000000007,1
9546,4.0,42.268624,-7.214702,2.13,15,1,19.2,10.0,3.9,2008,2.59999999999991,1
9547,1.01,41.884466,-7.584747,1.05,5,0,19.2,10.0,3.9,2008,2.59999999999991,1
9548,1.0,42.281136,-7.498247,1.2,5,1,19.8,6.4,8.9,2008,3.90000000000009,1
9549,1.37,42.244054,-8.227133,1.27,17,6,27.4,6.1,12.6,2008,5.70000000000005,3
9550,1.2,42.280427,-7.728595,1.2,12,6,28.0,8.3,12.8,2008,4.40000000000009,1
9551,1.2,42.074484,-7.258764,0.51,18,1,28.0,8.3,12.8,2008,4.40000000000009,1
9552,1.0,42.28155,-7.726753,1.15,29,3,25.3,7.5,12.3,2008,2.69999999999993,4
9553,1.0,42.129177,-7.750608,1.1,12,5,25.3,7.5,12.3,2008,2.69999999999993,1
9554,1.5,42.493685,-8.218129,1.15,33,8,25.3,7.5,12.3,2008,2.69999999999993,5
9555,3.0,42.447403,-8.169322,3.14,21,4,21.8,7.5,2.3,2008,3.19999999999993,1
9556,2.89,42.314331,-7.99709,1.51,32,4,21.1,10.3,2.1,2008,5.89999999999998,2
9557,2.17,42.431698,-6.818686,1.11,18,2,21.4,7.8,11.0,2008,2.0,1
9558,2.0,42.378885,-6.859032,2.08,15,1,23.1,6.9,13.0,2008,4.70000000000005,1
9559,2.4,41.906911,-7.476464,1.15,12,2,24.0,12.5,1.6,2008,6.60000000000002,1
9560,2.5,41.972626,-7.539142,1.31,24,2,17.8,9.7,7.2,2008,4.0,1
9561,3.5,41.854744,-7.423636,1.3,27,5,21.9,8.6,9.5,2008,2.70000000000005,1
9562,1.5,42.416143,-7.924526,0.44,10,1,21.9,8.6,9.5,2008,2.70000000000005,2
9563,3.5,41.934372,-7.622604,2.4,15,2,21.0,7.5,10.7,2008,6.29999999999995,1
9564,2.2,42.370863,-6.875566,2.07,32,4,21.6,8.6,8.0,2008,1.79999999999995,1
9565,2.5,41.849299,-7.401762,1.37,16,2,21.6,8.6,8.0,2008,1.79999999999995,1
9566,1.0,42.034051,-7.646512,1.17,25,4,22.6,6.4,10.6,2008,3.10000000000002,1
9567,1.0,41.907197,-7.914688,0.59,1,2,26.4,8.1,10.9,2008,4.0,1
9568,2.0,42.406395,-7.829456,0.54,8,3,26.4,8.1,10.9,2008,4.0,1
9569,3.0,42.246067,-7.854062,1.48,21,3,26.4,8.1,10.9,2008,4.0,1
9570,1.5,41.915935,-7.333153,0.46,20,5,26.8,10.8,3.3,2008,4.5,1
9571,1.5,42.233217,-8.001587,0.59,30,3,20.6,8.9,3.4,2008,3.0,1
9572,1.2,41.892804,-7.271472,1.04,17,2,22.0,10.0,8.3,2008,3.89999999999998,1
9573,1.13,41.962636,-8.011772,1.14,18,6,18.4,4.7,10.8,2008,3.20000000000005,1
9574,2.0,42.130034,-7.514998,1.5,15,3,21.4,6.1,7.1,2008,3.89999999999998,1
9575,3.0,42.499816,-7.896087,2.2,26,3,21.4,6.1,7.1,2008,3.89999999999998,1
9576,5.0,42.208555,-7.153294,1.43,22,5,20.5,5.8,8.1,2008,3.10000000000002,1
9577,2.5,42.082012,-7.7433,1.2,17,4,22.2,7.5,6.0,2008,5.69999999999993,2
9578,1.0,42.351501,-6.818063,3.27,22,3,20.7,3.6,0.2,2008,4.89999999999998,1
9579,1.0,42.310502,-8.23786,0.57,1,7,17.4,6.4,10.2,2008,3.5,2
9580,4.0,42.193765,-7.158182,2.19,20,2,16.7,6.7,8.3,2008,3.5,1
9581,2.5,42.568244,-7.962902,1.14,17,3,16.7,6.7,8.3,2008,3.5,1
9582,1.0,42.516807,-7.959285,1.21,16,2,16.7,6.7,8.3,2008,3.5,1
9583,3.0,42.133203,-7.200931,2.07,11,3,14.7,8.1,5.6,2008,3.70000000000005,1
9584,2.0,41.975417,-7.922776,1.15,9,1,14.7,8.1,5.6,2008,3.70000000000005,1
9585,1.5,42.227292,-7.26968,0.45,14,1,13.0,8.9,9.5,2008,4.0,1
9586,4.0,42.309158,-8.170147,2.35,15,4,13.0,8.9,9.5,2008,4.0,3
9587,3.5,42.12316,-7.866756,2.05,27,5,12.8,6.1,6.9,2008,5.20000000000005,1
9588,8.5,42.530135,-8.046197,2.57,20,4,13.2,9.2,5.7,2008,3.70000000000005,1
9589,2.0,42.069726,-7.252645,0.44,13,3,16.1,4.2,9.7,2008,5.80000000000007,1
9590,5.0,42.372532,-6.794211,2.28,11,1,18.6,6.7,5.6,2008,5.60000000000002,1
9591,1.02,42.350124,-7.984149,1.03,19,2,18.4,5.3,6.1,2008,3.29999999999995,3
9592,3.1,42.406191,-6.894084,2.33,11,1,18.4,5.3,6.1,2008,3.29999999999995,1
9593,9.7,42.478004,-8.141179,2.09,33,5,17.8,3.9,7.1,2008,3.0,1
9594,8.0,42.107286,-7.025352,1.45,8,1,11.1,4.7,9.1,2008,5.70000000000005,1
9595,1.5,42.283948,-7.238962,0.48,12,1,13.4,3.3,6.9,2008,5.30000000000007,1
9596,1.0,41.944772,-7.27218,0.45,3,0,12.8,8.3,0.6,2008,5.39999999999998,1
9597,1.05,42.398362,-6.922996,1.12,7,0,9.7,3.3,0.5,2008,7.10000000000002,1
9598,2.0,41.979861,-7.674372,1.22,7,2,6.4,2.8,5.2,2008,3.70000000000005,1
9599,1.21,41.924246,-7.913579,2.5,4,1,3.8,2.8,5.0,2008,4.5,1
9600,1.0,42.062005,-8.038309,3.4,7,0,3.1,3.1,4.8,2008,4.19999999999993,1
9601,2.0,42.374357,-6.803439,2.5,3,0,3.1,3.1,4.8,2008,4.19999999999993,1
9602,1.0,42.041805,-8.056906,1.0,6,0,3.1,3.1,4.8,2008,4.19999999999993,1
9603,2.07,42.659304,-8.372552,0.25,3,0,11.0,6.1,6.8,2008,2.29999999999995,1
9604,6.0,42.760101,-8.031201,1.33,6,1,15.2,6.9,8.0,2008,1.19999999999993,1
9605,4.0,42.836573,-8.040726,1.12,9,3,13.8,6.7,8.0,2008,4.20000000000005,3
9606,1.1,42.649017,-7.897539,1.18,21,3,12.8,7.5,8.0,2008,2.60000000000002,1
9607,1.44,42.276212,-8.348292,2.27,14,1,12.8,7.5,8.0,2008,2.60000000000002,1
9608,1.5,42.302513,-8.473505,0.35,8,0,12.6,6.4,8.1,2008,3.29999999999995,1
9609,4.17,42.620897,-8.379461,2.05,16,2,12.7,5.6,8.1,2008,3.20000000000005,1
9610,3.0,42.130056,-8.557743,2.06,28,3,12.7,5.6,8.1,2008,3.20000000000005,1
9611,2.86,42.580763,-8.402367,2.09,13,2,14.5,6.4,7.7,2008,2.0,1
9612,1.2,42.597526,-8.361348,1.42,6,1,15.4,11.1,1.6,2008,4.10000000000002,1
9613,2.1,42.774579,-8.148778,2.22,13,2,15.4,11.1,1.6,2008,4.10000000000002,1
9614,2.0,42.181459,-8.668112,1.5,8,2,15.4,11.1,1.6,2008,4.10000000000002,1
9615,6.3,42.660071,-7.897039,1.38,11,2,15.4,11.1,1.6,2008,4.10000000000002,1
9616,1.4,42.588795,-8.029739,1.44,5,1,15.0,7.8,1.1,2008,6.20000000000005,1
9617,2.5,42.440264,-8.456766,1.51,15,2,9.1,10.8,10.8,2008,6.5,1
9618,3.1,42.438835,-8.461228,3.0,14,2,9.1,10.8,10.8,2008,6.5,1
9619,1.3,42.168272,-8.643543,0.42,4,1,9.1,10.8,10.8,2008,6.5,1
9620,3.1,42.772885,-8.26709,1.4,17,1,20.3,6.7,12.3,2008,4.19999999999993,3
9621,1.2,42.228677,-8.39426,1.02,11,0,14.3,5.8,4.1,2008,5.60000000000002,1
9622,1.64,42.754826,-7.97457,0.44,19,1,21.5,6.7,9.2,2008,3.29999999999995,1
9623,3.4,42.748856,-8.320611,1.15,25,2,16.9,5.0,8.7,2008,6.60000000000002,3
9624,1.9,42.730178,-7.94285,2.04,20,0,16.4,7.5,2.6,2008,3.60000000000002,1
9625,2.45,42.55625,-8.017246,1.34,9,1,18.2,10.8,13.5,2008,1.30000000000007,1
9626,4.0,42.153094,-8.510911,2.03,28,3,22.0,7.2,13.4,2008,2.89999999999998,1
9627,1.5,42.073441,-8.607011,2.18,10,1,19.8,6.4,6.8,2008,0.900000000000091,1
9628,1.2,42.072613,-8.607222,1.16,18,4,22.3,11.9,13.2,2008,3.89999999999998,1
9629,1.8,42.839847,-7.969776,1.29,18,2,18.4,6.1,13.5,2008,1.0,1
9630,1.13,42.027903,-8.773778,1.14,24,4,23.6,11.4,13.0,2008,6.0,1
9631,2.3,42.033251,-8.759588,1.49,14,4,23.6,11.4,13.0,2008,6.0,1
9632,1.04,42.433691,-8.682881,1.01,33,4,23.6,11.4,13.0,2008,6.0,1
9633,2.2,42.669889,-8.269802,2.57,19,3,24.4,10.3,13.7,2008,1.79999999999995,1
9634,1.15,42.592636,-7.971383,1.42,11,1,19.5,8.3,12.9,2008,1.89999999999998,1
9635,1.2,42.781077,-8.346922,0.43,18,1,23.3,5.8,3.1,2008,2.79999999999995,3
9636,2.0,42.667629,-8.274148,1.45,19,2,16.4,6.4,6.3,2008,2.39999999999998,1
9637,2.0,42.667089,-8.269896,2.06,12,2,19.2,6.9,8.9,2008,5.20000000000005,1
9638,5.7,42.577156,-8.212456,1.28,12,5,19.3,5.8,11.0,2008,2.09999999999991,1
9639,4.0,42.660657,-8.345597,2.13,7,2,14.5,10.6,8.3,2008,4.19999999999993,1
9640,1.37,42.23107,-8.416511,1.3,17,5,12.6,10.3,10.1,2008,3.69999999999993,1
9641,1.52,42.606695,-8.211084,1.56,8,0,10.8,5.8,7.2,2008,3.10000000000002,1
9642,1.2,42.627302,-7.934374,3.1,5,0,8.0,6.4,7.2,2008,3.0,1
9643,3.0,42.679228,-8.257182,2.1,4,0,7.2,6.7,7.2,2008,4.20000000000005,1
9644,1.0,42.681691,-8.251026,1.25,28,1,6.1,11.1,7.1,2008,6.79999999999995,1
9645,2.0,42.636434,-8.228724,1.2,23,0,6.1,11.1,7.1,2008,6.79999999999995,1
9646,3.0,42.340583,-8.309023,2.0,4,0,6.1,11.1,7.1,2008,6.79999999999995,1
9647,3.48,43.56424,-8.178021,1.59,12,2,12.2,5.6,10.2,2009,4.09999999999991,1
9648,2.6,43.334635,-7.890655,2.08,15,4,12.4,5.8,10.3,2009,3.5,3
9649,6.12,43.170249,-8.059769,2.13,22,3,12.4,5.8,10.3,2009,3.5,1
9650,3.9,43.569505,-8.12548,1.11,11,1,14.0,5.3,10.4,2009,7.79999999999995,2
9651,2.5,43.168715,-8.556585,2.23,8,2,14.0,5.3,10.4,2009,7.79999999999995,1
9652,2.24,43.167314,-8.055471,1.33,5,0,12.4,5.8,10.3,2009,3.5,1
9653,1.24,43.043005,-8.667778,1.43,6,2,14.0,5.3,10.4,2009,7.79999999999995,1
9654,2.4,43.045302,-9.27437,3.25,4,1,14.0,5.3,10.4,2009,7.79999999999995,1
9655,1.0,43.171525,-8.077121,1.35,8,1,14.0,5.3,10.4,2009,7.79999999999995,1
9656,6.17,43.277376,-7.932353,2.12,10,2,10.6,6.7,0.0,2009,2.5,1
9657,2.5,42.958707,-7.974967,1.31,2,0,11.0,13.1,9.9,2009,4.09999999999991,1
9658,1.73,43.065014,-8.075773,1.41,10,2,14.2,6.1,11.1,2009,2.10000000000002,1
9659,2.0,43.1474,-8.250603,3.13,12,2,14.2,6.1,11.1,2009,2.10000000000002,3
9660,3.95,42.850537,-8.065368,1.38,21,3,15.1,9.7,9.8,2009,3.0,3
9661,1.0,43.098088,-8.459809,1.36,9,1,15.1,9.7,9.8,2009,3.0,1
9662,2.9,43.033166,-8.763136,1.44,15,4,15.6,8.9,10.9,2009,2.89999999999998,1
9663,3.5,43.539775,-8.093245,2.02,8,1,15.6,8.9,10.9,2009,2.89999999999998,1
9664,1.09,43.160399,-8.555354,3.12,12,2,16.2,6.7,11.3,2009,3.40000000000009,2
9665,1.3,43.036727,-9.039443,1.17,9,2,18.6,8.6,11.3,2009,2.60000000000002,1
9666,2.15,43.143365,-8.481312,4.15,6,1,18.4,6.4,11.2,2009,3.60000000000002,1
9667,2.4,42.998574,-7.946345,2.01,3,1,18.4,6.4,11.2,2009,3.60000000000002,1
9668,1.9,42.813341,-8.631055,1.54,9,5,18.4,6.4,11.2,2009,3.60000000000002,1
9669,3.1,43.205326,-8.703237,1.34,13,5,18.4,6.4,11.2,2009,3.60000000000002,1
9670,4.02,43.204121,-8.192498,3.22,13,3,18.4,6.4,11.2,2009,3.60000000000002,3
9671,1.44,43.055388,-9.084914,1.22,12,2,18.4,6.4,11.2,2009,3.60000000000002,1
9672,3.0,42.886042,-8.02191,2.15,8,2,18.4,6.4,11.2,2009,3.60000000000002,1
9673,1.25,43.180434,-8.006543,1.49,5,1,18.4,6.4,11.2,2009,3.60000000000002,1
9674,1.0,43.22464,-8.692849,1.2,20,4,18.4,9.2,11.3,2009,2.60000000000002,1
9675,1.2,43.169478,-8.061281,3.01,3,1,18.4,9.2,11.3,2009,2.60000000000002,1
9676,5.0,43.09327,-8.45028,3.33,9,2,18.4,9.2,11.3,2009,2.60000000000002,1
9677,3.9,43.026657,-8.782149,2.24,10,2,18.4,9.2,11.3,2009,2.60000000000002,1
9678,2.67,43.037418,-9.044771,1.23,13,3,12.8,8.1,10.9,2009,3.10000000000002,1
9679,9.86,42.997966,-7.944834,3.53,13,2,14.0,13.6,11.2,2009,5.70000000000005,1
9680,4.36,42.969697,-8.917203,1.19,15,1,14.0,13.6,11.2,2009,5.70000000000005,1
9681,3.8,43.022682,-8.207914,2.12,12,2,12.8,14.2,11.6,2009,3.10000000000002,1
9682,1.53,43.108098,-8.504839,1.54,5,0,12.8,14.2,11.6,2009,3.10000000000002,1
9683,1.79,43.576367,-8.129059,2.22,14,1,12.8,14.2,11.6,2009,3.10000000000002,1
9684,1.0,43.165758,-8.153441,1.1,5,1,12.8,14.2,11.6,2009,3.10000000000002,1
9685,5.79,43.522515,-8.09687,2.31,26,6,12.8,14.2,11.6,2009,3.10000000000002,1
9686,3.5,43.117707,-8.442317,2.3,20,3,12.8,14.2,11.6,2009,3.10000000000002,1
9687,1.23,43.17003,-9.028739,0.5,17,5,12.8,14.2,11.6,2009,3.10000000000002,1
9688,2.31,43.089921,-8.44295,1.27,15,3,13.8,11.1,11.2,2009,6.79999999999995,1
9689,1.5,43.234584,-8.000885,1.35,13,2,13.8,11.1,11.2,2009,6.79999999999995,1
9690,1.0,43.626873,-8.11881,1.55,6,1,13.2,12.8,11.7,2009,1.70000000000005,1
9691,1.6,43.07358,-8.303646,1.45,4,1,13.2,12.8,11.7,2009,1.70000000000005,1
9692,3.0,42.983044,-7.93995,2.37,5,2,13.2,12.8,11.7,2009,1.70000000000005,1
9693,3.0,43.177437,-8.637225,2.19,12,4,13.2,12.8,11.7,2009,1.70000000000005,1
9694,2.27,43.06659,-8.430388,1.01,9,2,13.2,12.8,11.7,2009,1.70000000000005,1
9695,1.17,43.087525,-8.413977,1.47,24,2,13.2,12.8,11.7,2009,1.70000000000005,3
9696,3.0,42.907844,-8.591474,3.34,12,2,11.1,14.7,11.7,2009,1.60000000000002,1
9697,4.52,43.096576,-8.749007,2.36,24,3,11.1,14.7,11.7,2009,1.60000000000002,1
9698,2.75,43.197861,-8.700011,1.19,16,4,10.6,10.3,11.4,2009,2.10000000000002,1
9699,3.55,42.82841,-8.803511,3.34,9,3,10.6,10.3,11.4,2009,2.10000000000002,1
9700,4.0,43.019446,-8.013928,3.39,9,1,10.6,10.3,11.4,2009,2.10000000000002,1
9701,1.18,43.101689,-8.515766,0.58,10,2,12.5,15.3,2.8,2009,7.29999999999995,1
9702,2.0,42.945727,-7.949674,1.3,8,3,12.5,15.3,2.8,2009,7.29999999999995,1
9703,2.0,43.081729,-8.129919,1.32,9,0,12.5,15.3,2.8,2009,7.29999999999995,3
9704,1.5,42.848566,-8.065446,1.53,9,0,12.5,15.3,2.8,2009,7.29999999999995,2
9705,9.7,43.133751,-8.460491,2.08,12,2,11.6,13.9,11.6,2009,2.29999999999995,1
9706,7.0,42.992675,-7.954187,2.41,3,2,10.9,9.4,11.3,2009,3.29999999999995,1
9707,8.0,42.932426,-8.566544,2.42,8,2,10.9,9.4,11.3,2009,3.29999999999995,1
9708,5.3,42.946928,-8.548742,3.41,13,5,10.2,7.2,8.0,2009,1.89999999999998,2
9709,1.5,43.073329,-8.130197,2.42,8,1,13.2,11.7,9.2,2009,3.20000000000005,1
9710,2.25,42.909791,-8.586965,1.37,17,4,11.5,12.2,4.9,2009,3.5,1
9711,5.31,43.025663,-8.575622,1.4,12,1,12.7,13.9,12.0,2009,2.69999999999993,3
9712,1.7,43.020637,-8.53577,0.49,6,1,12.7,13.9,12.0,2009,2.69999999999993,3
9713,1.8,42.947214,-8.591373,1.5,6,1,14.3,6.7,11.6,2009,4.29999999999995,1
9714,1.73,43.058017,-8.553945,1.0,8,0,14.3,6.7,11.6,2009,4.29999999999995,3
9715,1.8,43.148283,-8.264662,1.5,5,2,14.8,7.5,11.1,2009,5.0,3
9716,3.0,42.864216,-8.503267,2.43,12,2,13.1,13.1,4.1,2009,2.40000000000009,1
9717,1.1,43.350677,-8.061159,1.19,14,2,15.8,8.1,13.0,2009,3.29999999999995,3
9718,1.68,43.225829,-8.873573,1.2,12,2,14.7,14.2,3.1,2009,2.60000000000002,1
9719,3.3,43.111935,-8.530631,1.14,8,1,14.7,14.2,3.1,2009,2.60000000000002,2
9720,2.7,43.006538,-8.950049,1.46,7,1,16.8,13.6,7.0,2009,3.70000000000005,1
